,model,data_name,sample_len,class_disbalance,f1_test_raw_disbalanced,f1_test_raw_population,f1_test_ctgan_on_disbalanced,f1_test_ctgan_on_population
1046,QDA,default-of-credit-card-clients,300,0.2,0.0,0.0,0.05405405405405406,0.11881720430107527
1047,XGB,default-of-credit-card-clients,300,0.2,0.4444444444444444,0.38508474576271184,0.0,0.08669243511871894
1048,Nearest Neighbors,default-of-credit-card-clients,300,0.4,0.2857142857142857,0.3940609951845907,0.44285714285714284,0.48911951791094743
1049,Decision Tree,default-of-credit-card-clients,300,0.4,0.43478260869565216,0.5164168451106352,0.03225806451612903,0.021848243283141423
1050,Random Forest,default-of-credit-card-clients,300,0.4,0.16666666666666666,0.3494547178757705,0.0,0.0
1051,Neural Net,default-of-credit-card-clients,300,0.4,0.45714285714285713,0.6115899748044026,0.08823529411764706,0.04862878145320893
1052,AdaBoost,default-of-credit-card-clients,300,0.4,0.15384615384615385,0.5165094339622641,0.0,0.000598623166716552
1053,Naive Bayes,default-of-credit-card-clients,300,0.4,0.0,0.28187919463087246,0.12345679012345678,0.16559881715130606
1054,QDA,default-of-credit-card-clients,300,0.4,0.3333333333333333,0.6071687708605428,0.15789473684210525,0.13392857142857142
1055,XGB,default-of-credit-card-clients,300,0.4,0.14285714285714285,0.5248363496341933,0.136986301369863,0.21044738815296177
1056,Nearest Neighbors,default-of-credit-card-clients,300,0.6,0.5333333333333333,0.4609053497942387,0.2988505747126437,0.3898217067682188
1057,Decision Tree,default-of-credit-card-clients,300,0.6,0.55,0.5218010322121374,0.3728813559322034,0.3753746829605718
1058,Random Forest,default-of-credit-card-clients,300,0.6,0.3448275862068966,0.40926297038521486,0.0,0.010098010098010098
1059,Neural Net,default-of-credit-card-clients,300,0.6,0.23076923076923078,0.3317737133134836,0.192,0.3078848560700876
1060,AdaBoost,default-of-credit-card-clients,300,0.6,0.4444444444444444,0.5416421712718009,0.40229885057471265,0.4636164106027351
1061,Naive Bayes,default-of-credit-card-clients,300,0.6,0.6046511627906976,0.61557719054242,0.19834710743801653,0.23624161073825503
1062,QDA,default-of-credit-card-clients,300,0.6,0.6296296296296297,0.6374983576402575,0.2677165354330709,0.30057042562527425
1063,XGB,default-of-credit-card-clients,300,0.6,0.55,0.567032967032967,0.4558139534883721,0.5605025949194209
1064,Nearest Neighbors,default-of-credit-card-clients,300,0.8,0.5769230769230769,0.525369299935774,0.5041322314049587,0.5006806837089699
1065,Decision Tree,default-of-credit-card-clients,300,0.8,0.5882352941176471,0.5761234071093226,0.44274809160305345,0.45018896447467877
1066,Random Forest,default-of-credit-card-clients,300,0.8,0.5416666666666666,0.5760517799352751,0.0,0.015891701000588582
1067,Neural Net,default-of-credit-card-clients,300,0.8,0.29411764705882354,0.3817587069463152,0.145985401459854,0.1056563500533618
1068,AdaBoost,default-of-credit-card-clients,300,0.8,0.6511627906976745,0.6153592072667217,0.44339622641509435,0.3959410300593529
1069,Naive Bayes,default-of-credit-card-clients,300,0.8,0.6388888888888888,0.6722445336903168,0.2702702702702703,0.2692793931731985
1070,QDA,default-of-credit-card-clients,300,0.8,0.6349206349206349,0.6551554020720276,0.3412322274881517,0.3593207960562352
1071,XGB,default-of-credit-card-clients,300,0.8,0.6222222222222222,0.6062342038753159,0.4461538461538462,0.4888956035654933
1072,Nearest Neighbors,default-of-credit-card-clients,300,1.0,0.42857142857142855,0.5645185075947501,0.5359477124183006,0.5303752233472305
1073,Decision Tree,default-of-credit-card-clients,300,1.0,0.5357142857142857,0.6409756097560976,0.4626334519572954,0.5023696682464455
1074,Random Forest,default-of-credit-card-clients,300,1.0,0.4489795918367347,0.6410382782980122,0.656641604010025,0.6538066430772743
1075,Neural Net,default-of-credit-card-clients,300,1.0,0.43137254901960786,0.4306202272303967,0.13636363636363635,0.12883744338198289
1076,AdaBoost,default-of-credit-card-clients,300,1.0,0.5185185185185185,0.6724414501122875,0.5659340659340659,0.5936244979919679
1077,Naive Bayes,default-of-credit-card-clients,300,1.0,0.5526315789473685,0.668757987684443,0.632768361581921,0.6332226730603713
1078,QDA,default-of-credit-card-clients,300,1.0,0.5555555555555556,0.6633846153846154,0.5476923076923077,0.5467778218869922
1079,XGB,default-of-credit-card-clients,300,1.0,0.5,0.6363925055573197,0.39849624060150374,0.46553709491692713
1080,Nearest Neighbors,default-of-credit-card-clients,400,0.2,0.0,0.18209718670076727,0.21782178217821782,0.3037712391214256
1081,Decision Tree,default-of-credit-card-clients,400,0.2,0.2222222222222222,0.33532658693652256,0.0,0.012979351032448377
1082,Random Forest,default-of-credit-card-clients,400,0.2,0.0,0.06633977502163253,0.0,0.0
1083,Neural Net,default-of-credit-card-clients,400,0.2,0.4,0.46801112656467314,0.22535211267605634,0.19955871537141456
1084,AdaBoost,default-of-credit-card-clients,400,0.2,0.13333333333333333,0.32673503458144526,0.0,0.0
1085,Naive Bayes,default-of-credit-card-clients,400,0.2,0.375,0.6694876486733761,0.03508771929824561,0.07257203842049093
1086,QDA,default-of-credit-card-clients,400,0.2,0.2857142857142857,0.4525382147575014,0.03636363636363636,0.07807486631016043
1087,XGB,default-of-credit-card-clients,400,0.2,0.125,0.29807926088013614,0.12903225806451613,0.21518350930115637
1088,Nearest Neighbors,default-of-credit-card-clients,400,0.4,0.4666666666666667,0.3772213247172859,0.32432432432432434,0.4910727910880513
1089,Decision Tree,default-of-credit-card-clients,400,0.4,0.10526315789473684,0.41873762920606994,0.18487394957983194,0.2964768446709506
1090,Random Forest,default-of-credit-card-clients,400,0.4,0.2727272727272727,0.3720823798627002,0.0,0.000598623166716552
1091,Neural Net,default-of-credit-card-clients,400,0.4,0.24242424242424243,0.4438690586277048,0.4063745019920319,0.5650224215246636
1092,AdaBoost,default-of-credit-card-clients,400,0.4,0.19047619047619047,0.42970936490850375,0.0,0.0
1093,Naive Bayes,default-of-credit-card-clients,400,0.4,0.4838709677419355,0.6594252093233763,0.06451612903225806,0.052502050861361775
1094,QDA,default-of-credit-card-clients,400,0.4,0.425531914893617,0.6598091461147602,0.2878787878787879,0.3806747188671387
1095,XGB,default-of-credit-card-clients,400,0.4,0.36363636363636365,0.5143745143745144,0.3,0.30676629306766295
1096,Nearest Neighbors,default-of-credit-card-clients,400,0.6,0.43478260869565216,0.4736378063833539,0.4015748031496063,0.48892430278884463
1097,Decision Tree,default-of-credit-card-clients,400,0.6,0.3829787234042553,0.48131705512393635,0.016260162601626018,0.0118098612341305
1098,Random Forest,default-of-credit-card-clients,400,0.6,0.5238095238095238,0.5095824087149485,0.0,0.013025458851391355
1099,Neural Net,default-of-credit-card-clients,400,0.6,0.4444444444444444,0.35997559487492375,0.31,0.33601254655949814
1100,AdaBoost,default-of-credit-card-clients,400,0.6,0.6153846153846154,0.6047016274864376,0.22580645161290322,0.29658284977433913
1101,Naive Bayes,default-of-credit-card-clients,400,0.6,0.631578947368421,0.6714318130247334,0.1793103448275862,0.0941362082566395
1102,QDA,default-of-credit-card-clients,400,0.6,0.6133333333333333,0.6564470268265545,0.44036697247706424,0.4666292765002804
1103,XGB,default-of-credit-card-clients,400,0.6,0.5490196078431373,0.5862851160355959,0.39080459770114945,0.47242824895195096
1104,Nearest Neighbors,default-of-credit-card-clients,400,0.8,0.5882352941176471,0.6047457627118644,0.43843843843843844,0.4807752422632072
1105,Decision Tree,default-of-credit-card-clients,400,0.8,0.5084745762711864,0.6373823397579561,0.24338624338624337,0.24131812420785806
1106,Random Forest,default-of-credit-card-clients,400,0.8,0.509090909090909,0.638442521631644,0.0,0.010104011887072809
1107,Neural Net,default-of-credit-card-clients,400,0.8,0.45161290322580644,0.49808429118773945,0.5159235668789809,0.4861066751836474
1108,AdaBoost,default-of-credit-card-clients,400,0.8,0.5490196078431373,0.6363171355498721,0.17777777777777778,0.16335303600214937
1109,Naive Bayes,default-of-credit-card-clients,400,0.8,0.5411764705882353,0.6594126594126594,0.022727272727272728,0.05714285714285714
1110,QDA,default-of-credit-card-clients,400,0.8,0.5641025641025641,0.6552917903066271,0.49193548387096775,0.4664047151277014
1111,XGB,default-of-credit-card-clients,400,0.8,0.5666666666666667,0.6297768266585142,0.4909090909090909,0.553171196948021
1112,Nearest Neighbors,default-of-credit-card-clients,400,1.0,0.5934065934065934,0.5468445510418228,0.5217391304347826,0.5393548387096774
1113,Decision Tree,default-of-credit-card-clients,400,1.0,0.5714285714285714,0.5829360512904816,0.6524822695035462,0.6633294280541059
1114,Random Forest,default-of-credit-card-clients,400,1.0,0.5526315789473685,0.6069192751235585,0.6587436332767402,0.6590932350834101
1115,Neural Net,default-of-credit-card-clients,400,1.0,0.3103448275862069,0.19810633648943918,0.5528089887640449,0.5473825503355705
1116,AdaBoost,default-of-credit-card-clients,400,1.0,0.7341772151898734,0.6480904769709883,0.66890756302521,0.6688848558177052
1117,Naive Bayes,default-of-credit-card-clients,400,1.0,0.6607142857142857,0.6801002069491341,0.21897810218978103,0.17774731551290837
1118,QDA,default-of-credit-card-clients,400,1.0,0.6476190476190476,0.6610427650849443,0.3935483870967742,0.3875878220140515
1119,XGB,default-of-credit-card-clients,400,1.0,0.6904761904761905,0.603744391149621,0.5779816513761468,0.5710282992434855
1120,Nearest Neighbors,default-of-credit-card-clients,500,0.2,0.2222222222222222,0.2576804000952608,0.19130434782608696,0.32577151032086654
1121,Decision Tree,default-of-credit-card-clients,500,0.2,0.13333333333333333,0.44188071397474965,0.0,0.013617525162818236
1122,Random Forest,default-of-credit-card-clients,500,0.2,0.3333333333333333,0.19006940736785904,0.0,0.01956135151155898
1123,Neural Net,default-of-credit-card-clients,500,0.2,0.0,0.1056338028169014,0.2698412698412698,0.3894044856921887
1124,AdaBoost,default-of-credit-card-clients,500,0.2,0.5333333333333333,0.33517142172140973,0.0,0.0
1125,Naive Bayes,default-of-credit-card-clients,500,0.2,0.2641509433962264,0.6568195354377606,0.12345679012345678,0.11873350923482849
1126,QDA,default-of-credit-card-clients,500,0.2,0.25806451612903225,0.5647987371744277,0.14457831325301204,0.1441207075962539
1127,XGB,default-of-credit-card-clients,500,0.2,0.375,0.4257514580529385,0.16129032258064516,0.10457870495800596
1128,Nearest Neighbors,default-of-credit-card-clients,500,0.4,0.34285714285714286,0.4154874213836478,0.3046875,0.4450270358839915
1129,Decision Tree,default-of-credit-card-clients,500,0.4,0.5,0.5176233635448136,0.0,0.0011968880909634949
1130,Random Forest,default-of-credit-card-clients,500,0.4,0.48,0.3811926605504587,0.019801980198019802,0.006555423122765197
1131,Neural Net,default-of-credit-card-clients,500,0.4,0.16666666666666666,0.47991653625456443,0.3817204301075269,0.5712927756653993
1132,AdaBoost,default-of-credit-card-clients,500,0.4,0.5714285714285714,0.5218813905930471,0.07017543859649122,0.12780936907663146
1133,Naive Bayes,default-of-credit-card-clients,500,0.4,0.3157894736842105,0.6742674723520693,0.04580152671755725,0.08290946083418108
1134,QDA,default-of-credit-card-clients,500,0.4,0.28125,0.6516656191074796,0.12857142857142856,0.1767797419971333
1135,XGB,default-of-credit-card-clients,500,0.4,0.4,0.5536956930599962,0.2876712328767123,0.3260373917008664
1136,Nearest Neighbors,default-of-credit-card-clients,500,0.6,0.2641509433962264,0.4487583071003847,0.43260188087774293,0.4375838926174497
1137,Decision Tree,default-of-credit-card-clients,500,0.6,0.4406779661016949,0.5247467991591821,0.013071895424836602,0.010672991402312482
1138,Random Forest,default-of-credit-card-clients,500,0.6,0.509090909090909,0.44603408373658743,0.013245033112582781,0.002391629297458894
1139,Neural Net,default-of-credit-card-clients,500,0.6,0.3157894736842105,0.35329703569267995,0.39416058394160586,0.4608150470219436
1140,AdaBoost,default-of-credit-card-clients,500,0.6,0.45614035087719296,0.557731766461481,0.0,0.004181600955794504
1141,Naive Bayes,default-of-credit-card-clients,500,0.6,0.5591397849462365,0.6576383939177952,0.14054054054054055,0.1238390092879257
1142,QDA,default-of-credit-card-clients,500,0.6,0.575,0.6579077838373822,0.2347417840375587,0.21006054960409873
1143,XGB,default-of-credit-card-clients,500,0.6,0.5428571428571428,0.5673733381243262,0.27751196172248804,0.2834358623832308
1144,Nearest Neighbors,default-of-credit-card-clients,500,0.8,0.5238095238095238,0.5101772816808929,0.4774193548387097,0.5245029403528424
1145,Decision Tree,default-of-credit-card-clients,500,0.8,0.5925925925925926,0.5780645161290323,0.5785876993166287,0.5977146205684148
1146,Random Forest,default-of-credit-card-clients,500,0.8,0.6153846153846154,0.5736291949385659,0.3023255813953488,0.21928348160615532
1147,Neural Net,default-of-credit-card-clients,500,0.8,0.14814814814814814,0.050225733634311515,0.6146341463414634,0.662144976685036
1148,AdaBoost,default-of-credit-card-clients,500,0.8,0.5714285714285714,0.6226080793763289,0.3586206896551724,0.3029900332225914
1149,Naive Bayes,default-of-credit-card-clients,500,0.8,0.6548672566371682,0.6595023945800724,0.07725321888412018,0.08065366367949393
1150,QDA,default-of-credit-card-clients,500,0.8,0.6238532110091743,0.66084668739536,0.33454545454545453,0.3077266636891469
1151,XGB,default-of-credit-card-clients,500,0.8,0.6363636363636364,0.6234537357743691,0.40978593272171254,0.3632402455931868
1152,Nearest Neighbors,default-of-credit-card-clients,500,1.0,0.6730769230769231,0.5999718982717437,0.43956043956043955,0.4514332514332514
1153,Decision Tree,default-of-credit-card-clients,500,1.0,0.7045454545454546,0.6138513513513514,0.5929339477726574,0.6003328578221588
1154,Random Forest,default-of-credit-card-clients,500,1.0,0.7659574468085106,0.6716686674669868,0.6338461538461538,0.6357014925373135
1155,Neural Net,default-of-credit-card-clients,500,1.0,0.2903225806451613,0.23021246789633434,0.6045694200351494,0.5796797059595694
1156,AdaBoost,default-of-credit-card-clients,500,1.0,0.7272727272727273,0.6744186046511628,0.5658536585365853,0.5697863301262027
1157,Naive Bayes,default-of-credit-card-clients,500,1.0,0.6507936507936508,0.6640737859762196,0.3142857142857143,0.3036402569593148
1158,QDA,default-of-credit-card-clients,500,1.0,0.6349206349206349,0.6689639329198254,0.5276073619631901,0.5322981366459627
1159,XGB,default-of-credit-card-clients,500,1.0,0.7311827956989247,0.6554238833181404,0.6105610561056105,0.6046853918802895
1160,Nearest Neighbors,default-of-credit-card-clients,1000,0.2,0.2222222222222222,0.2476375090865035,0.21333333333333335,0.2736796158882584
1161,Decision Tree,default-of-credit-card-clients,1000,0.2,0.37037037037037035,0.41377797279508555,0.0,0.0
1162,Random Forest,default-of-credit-card-clients,1000,0.2,0.1111111111111111,0.2078265468006346,0.0,0.0
1163,Neural Net,default-of-credit-card-clients,1000,0.2,0.24489795918367346,0.3674562306900103,0.015267175572519083,0.09039850227333511
1164,AdaBoost,default-of-credit-card-clients,1000,0.2,0.4444444444444444,0.4491715181370354,0.0,0.0
1165,Naive Bayes,default-of-credit-card-clients,1000,0.2,0.24299065420560748,0.6576074332171893,0.15139442231075698,0.3071101374228241
1166,QDA,default-of-credit-card-clients,1000,0.2,0.28888888888888886,0.6362924281984335,0.22988505747126436,0.3510267338240992
1167,XGB,default-of-credit-card-clients,1000,0.2,0.19047619047619047,0.37696577243293244,0.13533834586466165,0.1110204081632653
1168,Nearest Neighbors,default-of-credit-card-clients,1000,0.4,0.3116883116883117,0.38117927337701013,0.24146981627296588,0.37946172933765987
1169,Decision Tree,default-of-credit-card-clients,1000,0.4,0.35294117647058826,0.47347618057000207,0.04854368932038835,0.03510825043885313
1170,Random Forest,default-of-credit-card-clients,1000,0.4,0.4230769230769231,0.39078341013824885,0.009900990099009901,0.008340780458742925
1171,Neural Net,default-of-credit-card-clients,1000,0.4,0.3125,0.3513227513227513,0.29949238578680204,0.36556693211983315
1172,AdaBoost,default-of-credit-card-clients,1000,0.4,0.5396825396825397,0.5637715179968701,0.0,0.0023894862604540022
1173,Naive Bayes,default-of-credit-card-clients,1000,0.4,0.2692307692307692,0.27576729271644523,0.08849557522123894,0.05869200670765791
1174,QDA,default-of-credit-card-clients,1000,0.4,0.43410852713178294,0.6693396817441424,0.21245421245421245,0.2579087177010384
1175,XGB,default-of-credit-card-clients,1000,0.4,0.3582089552238806,0.5475870024995193,0.2779291553133515,0.3101871101871102
1176,Nearest Neighbors,default-of-credit-card-clients,1000,0.6,0.559322033898305,0.4818276220145379,0.351575456053068,0.4526735303885752
1177,Decision Tree,default-of-credit-card-clients,1000,0.6,0.49019607843137253,0.5882567469000729,0.006557377049180328,0.011222681630242174
1178,Random Forest,default-of-credit-card-clients,1000,0.6,0.5319148936170213,0.480610298792117,0.006644518272425249,0.0
1179,Neural Net,default-of-credit-card-clients,1000,0.6,0.2597402597402597,0.19643293427803568,0.4316185696361355,0.5317698391055359
1180,AdaBoost,default-of-credit-card-clients,1000,0.6,0.58,0.5784615384615385,0.0,0.0
1181,Naive Bayes,default-of-credit-card-clients,1000,0.6,0.5595854922279793,0.6682604735883424,0.5211267605633803,0.5788958770090845
1182,QDA,default-of-credit-card-clients,1000,0.6,0.6122448979591837,0.6661118046885837,0.51621271076524,0.5842456608811749
1183,XGB,default-of-credit-card-clients,1000,0.6,0.5714285714285714,0.582314881380302,0.38079470198675497,0.46584880636604775
1184,Nearest Neighbors,default-of-credit-card-clients,1000,0.8,0.5119047619047619,0.5426791277258567,0.4063745019920319,0.4392477514309076
1185,Decision Tree,default-of-credit-card-clients,1000,0.8,0.6376811594202898,0.6104841645431379,0.630457933972311,0.6657400972897846
1186,Random Forest,default-of-credit-card-clients,1000,0.8,0.5833333333333334,0.5738130563798219,0.15213358070500926,0.16406432067117221
1187,Neural Net,default-of-credit-card-clients,1000,0.8,0.5333333333333333,0.5664045746962115,0.6038338658146964,0.6567226452487743
1188,AdaBoost,default-of-credit-card-clients,1000,0.8,0.6533333333333333,0.647239263803681,0.3717728055077453,0.38170212765957445
1189,Naive Bayes,default-of-credit-card-clients,1000,0.8,0.6283185840707964,0.6620657925005751,0.37880794701986753,0.40832910106653125
1190,QDA,default-of-credit-card-clients,1000,0.8,0.6036036036036037,0.6684579439252336,0.5913621262458472,0.598834730709109
1191,XGB,default-of-credit-card-clients,1000,0.8,0.6052631578947368,0.6470874574071069,0.3895131086142322,0.464213631423692
1192,Nearest Neighbors,default-of-credit-card-clients,1000,1.0,0.6037735849056604,0.5904164289788933,0.4745762711864407,0.42744240793677485
1193,Decision Tree,default-of-credit-card-clients,1000,1.0,0.6171428571428571,0.6339790845191153,0.5170940170940171,0.47181430601610613
1194,Random Forest,default-of-credit-card-clients,1000,1.0,0.6564102564102564,0.6467661691542289,0.5058201058201058,0.46846275752773375
1195,Neural Net,default-of-credit-card-clients,1000,1.0,0.2962962962962963,0.31972643727292155,0.3070539419087137,0.2862799445654326
1196,AdaBoost,default-of-credit-card-clients,1000,1.0,0.6263736263736264,0.6368207623682076,0.5042016806722689,0.4747820672478207
1197,Naive Bayes,default-of-credit-card-clients,1000,1.0,0.6511627906976745,0.6649385777076524,0.23546511627906977,0.2210752688172043
1198,QDA,default-of-credit-card-clients,1000,1.0,0.6938775510204082,0.6691176470588235,0.21251819505094613,0.20519424769263792
1199,XGB,default-of-credit-card-clients,1000,1.0,0.6105263157894737,0.651964590774965,0.4887459807073955,0.4559222062808863
1200,Nearest Neighbors,default-of-credit-card-clients,2000,0.2,0.11764705882352941,0.22329394743187847,0.19402985074626866,0.33538156590683843
1201,Decision Tree,default-of-credit-card-clients,2000,0.2,0.425531914893617,0.3925925925925926,0.19599109131403117,0.33860891295293627
1202,Random Forest,default-of-credit-card-clients,2000,0.2,0.3076923076923077,0.16104461371055495,0.009950248756218905,0.0023923444976076554
1203,Neural Net,default-of-credit-card-clients,2000,0.2,0.1891891891891892,0.359823862444957,0.23647294589178355,0.5444560669456067
1204,AdaBoost,default-of-credit-card-clients,2000,0.2,0.48,0.44414475162957967,0.34532374100719426,0.3667296786389414
1205,Naive Bayes,default-of-credit-card-clients,2000,0.2,0.2608695652173913,0.674402884182064,0.2840909090909091,0.6382825617654113
1206,QDA,default-of-credit-card-clients,2000,0.2,0.2903225806451613,0.6655502392344498,0.31376518218623484,0.6594408178347088
1207,XGB,default-of-credit-card-clients,2000,0.2,0.40816326530612246,0.41494149414941495,0.27631578947368424,0.3153429177468772
1208,Nearest Neighbors,default-of-credit-card-clients,2000,0.4,0.3404255319148936,0.39565646594274434,0.37109375,0.501032565528197
1209,Decision Tree,default-of-credit-card-clients,2000,0.4,0.45901639344262296,0.5306039724361573,0.28391959798994976,0.37730716922479113
1210,Random Forest,default-of-credit-card-clients,2000,0.4,0.35294117647058826,0.3382388419782871,0.3270718232044199,0.42729345728819507
1211,Neural Net,default-of-credit-card-clients,2000,0.4,0.26785714285714285,0.20759368836291914,0.40441176470588236,0.5342690757055398
1212,AdaBoost,default-of-credit-card-clients,2000,0.4,0.4727272727272727,0.4879426461003693,0.31833150384193193,0.4367210812708443
1213,Naive Bayes,default-of-credit-card-clients,2000,0.4,0.44516129032258067,0.6688203185919572,0.4452198185624564,0.6440233583601478
1214,QDA,default-of-credit-card-clients,2000,0.4,0.4503311258278146,0.6738187628395343,0.4542974079126876,0.6616506540108809
1215,XGB,default-of-credit-card-clients,2000,0.4,0.5481481481481482,0.5405825242718446,0.32779097387173395,0.44763114902886186
1216,Nearest Neighbors,default-of-credit-card-clients,2000,0.6,0.47876447876447875,0.49421915444348574,0.35206611570247937,0.42901128977078345
1217,Decision Tree,default-of-credit-card-clients,2000,0.6,0.5454545454545454,0.5722390317700454,0.2687385740402194,0.31311228334589297
1218,Random Forest,default-of-credit-card-clients,2000,0.6,0.49230769230769234,0.4875239923224568,0.27611940298507465,0.3207799655897534
1219,Neural Net,default-of-credit-card-clients,2000,0.6,0.5536332179930796,0.5653995345228859,0.36838288614938364,0.44680523479599693
1220,AdaBoost,default-of-credit-card-clients,2000,0.6,0.5887445887445888,0.6174893695692365,0.2806076854334227,0.3314179796107507
1221,Naive Bayes,default-of-credit-card-clients,2000,0.6,0.5685785536159601,0.6693174287607687,0.48067226890756304,0.6064454294956272
1222,QDA,default-of-credit-card-clients,2000,0.6,0.6020408163265306,0.6722171532846716,0.44719101123595506,0.5507635919364692
1223,XGB,default-of-credit-card-clients,2000,0.6,0.6111111111111112,0.6163946061036196,0.400320256204964,0.4409370327296893
1224,Nearest Neighbors,default-of-credit-card-clients,2000,0.8,0.5240963855421686,0.5480415667466028,0.4783625730994152,0.5224526331493361
1225,Decision Tree,default-of-credit-card-clients,2000,0.8,0.6099290780141844,0.5807064185339916,0.6221294363256785,0.6503246323042269
1226,Random Forest,default-of-credit-card-clients,2000,0.8,0.5818181818181818,0.5916023347768782,0.5889633831872099,0.6283828382838283
1227,Neural Net,default-of-credit-card-clients,2000,0.8,0.6379746835443038,0.6305614406779662,0.5644970414201184,0.5791654335602249
1228,AdaBoost,default-of-credit-card-clients,2000,0.8,0.6375838926174496,0.6421725239616614,0.6335260115606937,0.6527920269676095
1229,Naive Bayes,default-of-credit-card-clients,2000,0.8,0.6584362139917695,0.6697479916364036,0.601580660158066,0.6473224817173862
1230,QDA,default-of-credit-card-clients,2000,0.8,0.6609808102345416,0.6761765696956082,0.6238958623895863,0.6629413862798716
1231,XGB,default-of-credit-card-clients,2000,0.8,0.6540880503144654,0.6456798392498325,0.6113861386138614,0.6173296330558126
1232,Nearest Neighbors,default-of-credit-card-clients,2000,1.0,0.5966587112171837,0.5666716218225063,0.5914988814317673,0.5858745874587459
1233,Decision Tree,default-of-credit-card-clients,2000,1.0,0.6816901408450704,0.6067871634083364,0.6621425109064469,0.6526860097673083
1234,Random Forest,default-of-credit-card-clients,2000,1.0,0.6910994764397905,0.6480847595762022,0.6779279279279279,0.6842699164974047
1235,Neural Net,default-of-credit-card-clients,2000,1.0,0.33676975945017185,0.327575175943698,0.5602027883396705,0.5680638217044447
1236,AdaBoost,default-of-credit-card-clients,2000,1.0,0.7368421052631579,0.6587757862698681,0.6963765097875885,0.6927193528313628
1237,Naive Bayes,default-of-credit-card-clients,2000,1.0,0.680073126142596,0.6586042383224232,0.6590151795631247,0.65796171295784
1238,QDA,default-of-credit-card-clients,2000,1.0,0.6987060998151571,0.6720394000447728,0.6738324684951816,0.6714554094375069
1239,XGB,default-of-credit-card-clients,2000,1.0,0.7034120734908137,0.6584126984126984,0.7002079002079002,0.6901022188980304
1240,Nearest Neighbors,default-of-credit-card-clients,3000,0.2,0.13793103448275862,0.21759603469640645,0.2360097323600973,0.3974479264402327
1241,Decision Tree,default-of-credit-card-clients,3000,0.2,0.1794871794871795,0.2467005076142132,0.17647058823529413,0.2957884427032321
1242,Random Forest,default-of-credit-card-clients,3000,0.2,0.1095890410958904,0.18518518518518517,0.18901660280970625,0.30488782051282054
1243,Neural Net,default-of-credit-card-clients,3000,0.2,0.34210526315789475,0.4665797803016198,0.0453257790368272,0.04784961549416121
1244,AdaBoost,default-of-credit-card-clients,3000,0.2,0.2823529411764706,0.3739952718676123,0.17995444191343962,0.33396155295891444
1245,Naive Bayes,default-of-credit-card-clients,3000,0.2,0.34626865671641793,0.6582809224318659,0.27956989247311825,0.5853071055800884
1246,QDA,default-of-credit-card-clients,3000,0.2,0.37579617834394907,0.6685727900881582,0.28818061088977426,0.6004061944656004
1247,XGB,default-of-credit-card-clients,3000,0.2,0.23809523809523808,0.3440499040307102,0.1828978622327791,0.3339716583684412
1248,Nearest Neighbors,default-of-credit-card-clients,3000,0.4,0.31336405529953915,0.397456279809221,0.42427440633245384,0.5915271966527197
1249,Decision Tree,default-of-credit-card-clients,3000,0.4,0.449438202247191,0.5049609457462529,0.47655502392344495,0.6826774462014029
1250,Random Forest,default-of-credit-card-clients,3000,0.4,0.36363636363636365,0.3714353052085788,0.4714510214772132,0.6425909266161162
1251,Neural Net,default-of-credit-card-clients,3000,0.4,0.37966101694915255,0.5270528325907066,0.42670839853938447,0.5853976531942634
1252,AdaBoost,default-of-credit-card-clients,3000,0.4,0.4508670520231214,0.5016090967603518,0.5026117237376668,0.6586663030137734
1253,Naive Bayes,default-of-credit-card-clients,3000,0.4,0.47165532879818595,0.6594680609229371,0.4616695059625213,0.6622325684513912
1254,QDA,default-of-credit-card-clients,3000,0.4,0.4593967517401392,0.6703386851048869,0.4951974386339381,0.6575236123689999
1255,XGB,default-of-credit-card-clients,3000,0.4,0.4577114427860697,0.5392060043452499,0.5074135090609555,0.674266247379455
1256,Nearest Neighbors,default-of-credit-card-clients,3000,0.6,0.4,0.49042938437661665,0.42257897462454685,0.47134995144059566
1257,Decision Tree,default-of-credit-card-clients,3000,0.6,0.5771812080536913,0.6007448789571694,0.47955010224948874,0.530467058459635
1258,Random Forest,default-of-credit-card-clients,3000,0.6,0.5419847328244275,0.5204976544972466,0.48084291187739464,0.5451843043995244
1259,Neural Net,default-of-credit-card-clients,3000,0.6,0.5682326621923938,0.6043447792571829,0.26491092176607284,0.2718313087325235
1260,AdaBoost,default-of-credit-card-clients,3000,0.6,0.5938566552901023,0.5806326411798952,0.5184049079754601,0.5671503550478543
1261,Naive Bayes,default-of-credit-card-clients,3000,0.6,0.5520833333333334,0.6617026005779062,0.5343642611683849,0.6002699055330635
1262,QDA,default-of-credit-card-clients,3000,0.6,0.5629370629370629,0.6752653806643077,0.5866228070175439,0.6363931235809277
1263,XGB,default-of-credit-card-clients,3000,0.6,0.5916398713826366,0.6064930431680342,0.5125376128385155,0.5653905053598774
1264,Nearest Neighbors,default-of-credit-card-clients,3000,0.8,0.562992125984252,0.5564945226917057,0.5200750469043152,0.557048899056334
1265,Decision Tree,default-of-credit-card-clients,3000,0.8,0.6514806378132119,0.6455587882936847,0.5565145910398684,0.5803981623277182
1266,Random Forest,default-of-credit-card-clients,3000,0.8,0.5854922279792746,0.5576511763562123,0.5937731653076352,0.6137315099078984
1267,Neural Net,default-of-credit-card-clients,3000,0.8,0.6233766233766234,0.6385024032380471,0.3408284023668639,0.3572815533980582
